0,0,0,100,0,195,0.037703
0,0,0,100,0,195,0.047498
0,0,0,100,0,195,0.051187
0,0,0,100,0,195,0.052848
0,0,0,100,0,195,0.057682
0,0,0,100,0,195,0.059058
0,0,0,100,0,195,0.059955
0,0,0,100,0,195,0.060919
0,0,0,100,0,195,0.062033
0,0,0,100,0,195,0.062916
0,0,0,100,0,195,0.063777
0,0,0,100,0,195,0.064602
0,0,0,100,0,195,0.065437
0,0,0,100,0,195,0.0663
0,0,0,100,0,195,0.067135
0,0,0,100,0,195,0.068096
0,0,0,100,0,195,0.069008
0,0,0,100,0,195,0.06985
0,0,0,100,0,195,0.070688
0,0,0,100,0,195,0.07155
0,0,0,100,0,195,0.072394
0,0,0,100,0,195,0.073238
0,0,0,100,0,195,0.074139
0,0,0,100,0,195,0.075171
0,0,0,100,0,195,0.07602
0,0,0,100,0,195,0.07691
0,0,0,100,0,195,0.077806
0,0,0,100,0,195,0.078646
0,0,0,100,0,195,0.07948
0,0,0,100,0,195,0.08037
0,0,0,100,0,195,0.081211
0,0,0,100,0,195,0.082262
0,0,0,100,0,195,0.083103
0,0,0,100,0,195,0.08401
0,0,0,100,0,195,0.084877
0,0,0,100,0,195,0.085788
0,0,0,100,0,195,0.086686
0,0,0,100,0,195,0.087594
0,0,0,100,0,195,0.08855
0,0,0,100,0,195,0.089567
0,0,0,100,0,195,0.090437
0,0,0,100,0,195,0.091315
0,0,0,100,0,195,0.09224
0,0,0,100,0,195,0.093147
0,0,0,100,0,195,0.094045
0,0,0,100,0,195,0.094966
0,0,0,100,0,195,0.096022
0,0,0,100,0,195,0.096897
0,0,0,100,0,195,0.097791
0,0,0,100,0,195,0.098654
0,0,0,100,0,195,0.099502
0,0,0,100,0,195,0.100354
0,0,0,100,0,195,0.101218
0,0,0,100,0,195,0.102124
0,0,0,100,0,195,0.103197
0,0,0,100,0,195,0.104066
0,0,0,100,0,195,0.104932
0,0,0,100,0,195,0.10585
0,0,0,100,0,195,0.10673
0,0,0,100,0,195,0.107583
0,0,0,100,0,195,0.108446
0,0,0,100,0,195,0.10947
0,0,0,100,0,195,0.110457
0,0,0,100,0,195,0.111443
0,0,0,100,0,195,0.112303
0,0,0,100,0,195,0.11317
